processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,article,{},,,4730dc3d-f9bc-4da2-85ef-0fbc79ba2b6b,"update the articles with id=1, setting the title='new title'",update,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
update,article,{},,,0d546c3d-a179-40a2-841e-a6035401c6bf,"update the articles with id=1, setting the co-author='layza'",update,article,{'co_author': 'layza'},{'id': '1'},2,ORIGINAL
add,student,{'age': '45'},{},,56b8a874-57d7-4132-9f34-2608ab54deb3,add a student with age=45,add,student,{'age': '45'},{},1,ORIGINAL
add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},,f8843a69-2a65-41ea-9d14-419a1f808f78,"include company with name=acme, address=150 coconut street",add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},2,ORIGINAL
add,company,"{'name': 'caju', 'company': 'enterprises'}",{},,71ebb2af-f7d9-46a3-ac4e-b9f75c2b1516,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",add,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},3,ORIGINAL
update,student,{'age': 'to 30'},{'name': 'anderson'},,72c6ef3e-fff3-493c-a1fc-ed108bdaead0,please change student with name anderson update age to 30,update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,age,{},,,2218e047-28f4-41c9-aee7-d124860320a9,"update the age to 42, for students with name='anderson'",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
read,student,{},{},,8536b6fc-08a0-485f-8719-36e468bdfaf4,get students,read,student,{},{},0,ORIGINAL
read,article,{},{},,d7f8da21-3ea3-416b-b7aa-9284ed3260f1,get articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},,c3dc5238-8466-4c5b-8c95-edc7b4298dda,"add article with title='title 2', author='rodrigo'",add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},2,ORIGINAL
delete,article,{'id': '1'},{},,cb1a9b04-5ae1-4d0a-8768-65947e05bed3,delete the article with id=1,delete,article,{},{'id': '1'},1,ORIGINAL
read,student,{},{},,da96984f-24d7-4bc1-8f85-e86adb46b069,show students,read,student,{},{},0,ORIGINAL
read,company,{},{},,0f69a948-bd63-45ff-8c0a-15108b5164b4,list companies,read,company,{},{},0,ORIGINAL
read,company,{'company': 'caju'},{},,ce45246b-9f0f-4975-86d3-6618976077e6,which company has caju in its name?,read,company,{},{'name': 'caju'},1,ORIGINAL
update,company,{'company': 'caju'},{},,b89e8019-8d17-4389-bc6b-768b26512404,"is there a company with ""caju"" in its name?",read,company,{},{'name': 'caju'},1,ORIGINAL
delete,company,{'name': 'is'},{},,61fb6567-d295-4f53-8d93-4703874345c2,delete the company whose name is acme,delete,company,{},{'name': 'acme'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,b6a770db-1521-4d40-9c3b-1b9de226e77a,add a new company with name=american beauty and owner=kevin spacey,add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},2,ORIGINAL
read,company,{'ascending_order': ''},{},,c7965802-4e1b-48dc-bf3d-0b08145c0aa6,list company names sorted in ascending order,read,company,{},{'names': 'sorted'},1,ORIGINAL
read,company,{'ascending_order': ''},{},,8f3b0a6e-b874-4e41-8e4b-b9a137fad8ab,list companies sorted by name in ascending order,read,company,{},{'name': 'ascending'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,87a9d34f-a468-4689-a580-2a45974f7173,add a new company with name=american beauty and owner=janjo chiquim,add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,3c569cfb-d1cd-4707-87ae-e5470a935a67,add a new company with name=american beauty and owner=roger rommel,add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},2,ORIGINAL
read,company,{'sort': 'by name'},{},,45d2e88d-1e71-4e6e-a6b2-b3b04b42866d,"list companies, sort by name",read,company,{},{'sort': 'by name'},1,ORIGINAL
read,company,{},{},,e6d65f21-4fdd-4777-92ac-43b6f2bfb3d7,list all companies,read,company,{},{},0,ORIGINAL
read,company,{},{},,f1edcbf8-a7c9-42ad-b295-3c672d4ed84b,show all companies,read,company,{},{},0,ORIGINAL
add,company,{'name': 'roger arrombado'},{},,06e1b1d7-e4bd-4b71-aabc-c9bf9813eb56,add company with name=roger arrombado,add,company,{'name': 'roger arrombado'},{},1,ORIGINAL
read,company,{},{},,8c9e1ab9-0c23-487c-b6da-5d194a8e1607,get companies,read,company,{},{},0,ORIGINAL
add,company,{'name': 'mimoso construcoes'},{},,e7cb6fb4-e6aa-48ae-b71f-6341c7f1191c,include a company with name=mimoso construcoes,add,company,{'name': 'mimoso construcoes'},{},1,ORIGINAL
add,article,{'good_article': ''},{},,e6eba31b-9b3d-4a4c-bc09-9734b5d9a8c8,add article with abstract equal to 'this is a good article',add,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
add,article,"{'human_narratives': 'are around the technology evolution', 'impact': 'on', 'society': ''}",{},,4c7e3cd6-6b13-4c32-ad85-423c11828be1,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',add,article,"{'abstract': ""this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
add,student,{'name': 'mary'},{},,818aabd8-1adc-4550-9252-ba2130a26da3,add a student with name mary,add,student,{'name': 'mary'},{},1,ORIGINAL
add,student,{'student': 'rodrigo'},{},,54d25d85-5b0c-4cc4-abe5-e498830bd04f,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",add,student,"{'name': 'rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
read,student,{},{},,f28bd4bd-a996-4638-830e-5c29dc69387e,"now, i want to view all students",read,student,{},{},0,ORIGINAL
delete,student,{},{},,09e5e095-4282-47b6-8b5e-f05ec732ace0,i want to delete all students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,10b6032f-774e-4fce-9364-09e7b69b829b,delete students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,b06530ab-2ba4-4ab3-8c08-29e70ece72d4,delete students with id <= 4,delete,student,{},{'id': '4'},1,ORIGINAL
delete,student,{'idless': 'than or equal to'},{},,fc5e7e1d-dd68-46b5-967b-34222766488a,delete students with idless than or equal to 4,delete,student,{},{},0,ORIGINAL
delete,student,{'id': 'less than or equal to 4'},{},,3a6a604a-76e4-4119-bf61-23c2ddf6e26b,delete students with id less than or equal to 4,delete,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
delete,student,{},{},,04b29249-fcce-4693-8f2f-783f0bf78b1b,"delete students with id=1, id=2 and id=3",delete,student,{},{},0,ORIGINAL
read,student,{'id': '4'},{},,77dbdf95-d6e4-4f68-9e52-2d8578fa314e,get students with id <4,read,student,{},{'id': '4'},1,ORIGINAL
read,student,{'name': 'rodrigo'},{},,8927ec1d-119b-416f-b183-d1ff4f64ad89,get all students with name 'rodrigo',read,student,{},{'name': 'rodrigo'},1,ORIGINAL
update,name,{'name': 'rodrigo'},{},,4a9c7fad-0dbe-4538-8a7e-240263cc9015,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",update,student,{'name': 'rodrigo freitas'},{'name': 'rodrigo'},2,ORIGINAL
delete,update,{'students': ''},{},,b6c50857-63ca-400c-b648-6af54c4c05c0,delete 'update' from all students,delete,student,{},{},0,ORIGINAL
read,student,"{'r': ""ts with 'r""}",{},,8d87bab3-e389-4fd0-819e-ca8f6941a98c,get all students that starts with 'r',read,student,{},{},0,ORIGINAL
add,film,"{'love': 'rosie', 'genre': 'romance'}",{},,d8b8b41f-118a-4129-bae7-044b3e349e51,"add film with name ""love, rosie"" and genre ""romance""",add,film,"{'name': 'love, rosie', 'genre': 'romance'}",{},2,ORIGINAL
read,section,{'section': 'film'},{},,a7d6c34c-9947-4028-928e-f82ad3ba33cc,show me the section film,read,section_film,{},{},0,ORIGINAL
read,film,{},{},,69f17993-f7e7-4638-847c-825b4f70a78e,show me film,read,film,{},{},0,ORIGINAL
add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,96f7aabe-a4b0-4651-9778-d665ce6f12b6,"add film with name ""batman (2022)"" and genre=action",add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,d6de622b-097f-4f89-96fb-b4a5138784d1,"add a film with name ""avatar (2022)"" and genre=action",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,63b97a67-eac6-4082-a77f-70fc4dd7e2da,"add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c2755837-0faa-4706-b0b5-58a336e2bd5a,"add film film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b1ad7669-cc92-4691-bdaf-58ffe52f6f66,"add film with name ""crepúsculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{'genre': ''},{},,b816ccbf-c86b-42dc-89d4-840efedff48c,show me film where action is the genre,read,film,{},{'genre': 'action'},1,ORIGINAL
add,student,{'name': 'anderson'},{},,c08463d5-8697-4df1-8f86-6f767d80f810,add a student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
read,teacher,{},{},,dff18e90-9342-4f34-b8c4-3e8170e9f54c,get all teachers,read,teacher,{},{},0,ORIGINAL
read,student,{},{},,61e2c685-929a-4dd1-a861-aefce0a70782,give me all students,read,student,{},{},0,ORIGINAL
add,student,{'name': 'roger'},{},,e0045945-f275-4aa0-8750-ef7538d7f9b9,add a former student with name = roger,add,former_student,{'name': 'roger'},{},1,ORIGINAL
add,film,{'name': 'final fantasy'},{},,78b7cdd3-9aa0-4ab6-9fc8-055b3cb4bec5,add a movie with name=final fantasy,add,film,{'name': 'final fantasy'},{},1,ORIGINAL
add,film,{'film': 'batman'},{},,3a1d1d7c-c7ae-4852-9fed-e5bf58e0a6e5,"add film ""batman (2022)"" with genre=action",add,film,{'genre': 'action'},{},1,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,b8afe467-06ec-4001-b13d-76da4d1be64a,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b0f48003-92e0-40fb-94d8-5ee2ec639df9,"now add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b339e40e-4999-4aef-a7ea-7b11424399e6,"add film with name='crepúsculo' and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,8fe6b140-67be-40d5-a295-54449ad9150c,"add film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},,fd00b8cf-368b-46d4-82fb-48d9f133a804,"add film with name ""crepusculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{'genre': 'action'},{},,32e17fb3-a5f8-412d-92a7-dbeeff615e9f,show me film where genre = action,read,film,{},{'genre': 'action'},1,ORIGINAL
add,teacher,"{'name': ""equal to 'italo roger""}",{},,1334e791-3084-4a30-8f3e-5ee6efbd9c8e,add a teacher with name equal to 'italo roger',add,teacher,{'name': 'italo roger'},{},1,ORIGINAL
read,teacher,{},{},,856341b9-b8de-4a8b-8d6c-41ba60ed7da7,get teachers,read,teacher,{},{},0,ORIGINAL
add,teacher,{'name': 'anderson'},{},,e45d05f8-1bab-4ac9-a933-ed7e95e281aa,add a former teacher with name = anderson,add,former_teacher,{'name': 'anderson'},{},1,ORIGINAL
add,article,"{'title': 'dome: an experiment', 'abstract': 'a cool', 'cool_experiment': '', 'dome': 'an experiment', 'ai': '', 'machine': 'learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,b5988fa3-f9c8-4b4c-806a-5430c4fa8065,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",add,article,"{'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
read,film,{},{},,fa20adba-5808-4d27-aa33-9fef004e3724,get movies,read,film,{},{},0,ORIGINAL
read,film,{'id': '3'},{},,dc3cdde0-adfb-4c73-864b-605fada8a03b,get filmes where id=3,read,film,{},{'id': '3'},1,ORIGINAL
read,film,{},{},,1341b796-1051-44c1-a52c-6583d09b13b2,get films,read,film,{},{},0,ORIGINAL
update,film,{},,,32ef046e-c124-447f-ae37-87467c6fee65,"update film with id=6, setting year to 2023",update,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
add,film,{'title': 'et'},{},,56f689b7-a9c6-4cea-adb6-249642e54c49,add film with title=et,add,film,{'title': 'et'},{},1,ORIGINAL
add,student,{'name': 'anderson'},{},,d332662c-6a9c-4503-8806-d2c61ed9eabe,add student with name='anderson',add,student,{'name': 'anderson'},{},1,ORIGINAL
read,film,{},{},,b01744b9-8d89-4bc9-bfbd-235a39939ded,get all films,read,film,{},{},0,ORIGINAL
add,student,{'age': '43'},{},,2ec4d61d-fe01-4e55-a498-81daee3dd824,add a student with age=43,add,student,{'age': '43'},{},1,ORIGINAL
read,student,{'name': 'julio'},{},,20df360b-2ac6-4284-bbad-cc6c9e892fe8,get student with name=julio,read,student,{},{'name': 'julio'},1,ORIGINAL
read,student,{'name': 'anderson'},{},,abb1bf8a-653b-4bfe-b316-26cf64774816,get student with name=anderson,read,student,{},{'name': 'anderson'},1,ORIGINAL
add,student,{'name': 'julio'},{},,689db961-5af0-423d-826f-946fc29a0624,add student with name=julio,add,student,{'name': 'julio'},{},1,ORIGINAL
read,,,,,e4e8139f-f4a6-4507-b5be-4b319eca3a00,list student,read,student,{},{},0,ORIGINAL
add,course,{'name': 'computer engineering'},{},,b870debb-a827-4f4b-b01c-ac1e877e7a7a,add course with name='computer engineering',add,course,{'name': 'computer engineering'},{},1,ORIGINAL
read,entities,{'entities': ''},{},,f2c5d19e-0cdb-43c9-9126-5acfd2481661,list all entities,read,entities,{},{},0,ORIGINAL
read,course,{},{},,3a06f57f-fbf7-4180-982e-e27cbab07258,get courses,read,course,{},{},0,ORIGINAL
read,course,{},{},,63232680-aa82-48da-a43a-6f050b2c4787,show course,read,course,{},{},0,ORIGINAL
read,class,{'name': 'student'},{},,6ed44f81-9a2a-4ddb-a220-ec76b8013950,get the class with name=student,read,student,{},{'class': 'student'},1,ORIGINAL
add,student,{'name': 'abcd'},{},,3d381b37-c16b-45eb-bee2-93909494300a,add student with name=abcd,add,student,{'name': 'abcd'},{},1,ORIGINAL
add,student,{'name': 'abcdef'},{},,a8ef33b4-294f-4f12-bb68-3841eb3dc8b0,add student with name=abcdef,add,student,{'name': 'abcdef'},{},1,ORIGINAL
add,student,"{'name': 'maria', 'phone': '123456'}",{},,f0279109-3b23-465d-9e7d-10d12c926ade,"add student with name='maria', phone=123456",add,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
add,student,{'name': 'joseph'},{},,e7b6c8f3-d868-4156-a849-bce6e57f0d23,add student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
update,student,{},,,7ca238f2-c51d-41d8-8c86-944bc41833b8,update student age=40 when id= 4,update,student,{'age': '40'},{'id': '4'},2,ORIGINAL
add,article,{'article': 'dome'},{},,e5f4553b-17fc-41b4-971e-6493be3918bb,"add an article with title='dome: a reference architecture, publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,d0b6940b-5a18-4cdb-a7a9-75dd1c041145,"add an article with title='dome: a reference architecture', and the publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},,b8fc5822-737f-46ef-86be-f22216bd3150,"add an article with title='dome: a reference architecture', and year = 2023",add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},2,ORIGINAL
read,article,{},{},,da229ea2-f945-4d11-b95b-aef63ffd1181,get all articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,a142cc47-88b4-403f-a013-be9f104fd4bf,"add article with title='another article', and author='charles bronson'",add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},2,ORIGINAL
update,article,{},,,dd7dab71-f390-47d2-a008-02032f3b613a,"update the article with id=1, setting the author='madona'",update,article,{'author': 'madona'},{'id': '1'},2,ORIGINAL
add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},,c61cf45d-ff92-4868-aa29-727348bf6682,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
update,article,"{'title': ""demonstration of shor's quantum factoring algorithm using"", 'qubits': ''}",{'id': '2'},,aa462da3-f00a-4624-933b-624ee4af670f,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",update,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{'id': '2'},2,ORIGINAL
read,a,{'articles': ''},{},,651a3edc-ff44-459a-9e70-8e0725128aa0,show me articles,read,article,{},{},0,ORIGINAL
read,article,{},{},,6ef862da-3027-493d-bb32-bc4b532f2269,show articles,read,article,{},{},0,ORIGINAL
delete,article,{'title': 'futuro deletado'},{},,1e458e89-c5a4-41c6-8e5f-11828d315c74,delete all articles with title='futuro deletado',delete,article,{},{'title': 'futuro deletado'},1,ORIGINAL
add,blockade,"{'road': '', 'km': '13’'}",{},,354b2b79-d115-4204-843d-847b160bdc2c,"add a blockade with the localization ’222 road, km 13’",add,blockade,"{'localization': '222 road, km 13'}",{},1,ORIGINAL
read,blockade,{},{},,289445cf-1e62-46b1-890e-1b3d5c47acfc,show me all blockades,read,blockade,{},{},0,ORIGINAL
read,blockade,{},{},,7af0df78-b56f-4404-ad47-943dd590d2de,get blockades,read,blockade,{},{},0,ORIGINAL
add,article,"{'title': ""shor's quantum""}",{},,c44fcf7f-06d9-41e1-b49f-b327d6d2ddf8,add article with title 'shor's quantum',add,article,"{'title': ""shor's quantum""}",{},1,ORIGINAL
read,student,{},{},,a9f7a79a-8bf1-4c7e-a312-28e9ad470100,show me all students,read,student,{},{},0,ORIGINAL
read,,,,,95f632c8-ec2e-4759-8ca8-e458e1e39719,showme all articles,read,article,{},{'showme': 'all articles'},1,ORIGINAL
update,article,{},,,ba69b8ca-12c6-4b3e-8219-6fd20cd9d68c,"update the article with id=6, setting the year=2019",update,article,{'year': '2019'},{'id': '6'},2,ORIGINAL
read,,,,,bb9affd0-97be-4b9e-8540-044671f2ede5,view articles,read,article,{},{},0,ORIGINAL
