processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,,,,,222da81b-579d-4742-af9f-a33885d9d866,"update article with title ""the title"" and author ""the author"" set the title to ""the new title""",update,article,{'title': 'the new title'},"{'title': 'the title', 'author': 'the author'}",3,ORIGINAL
add,article,{'author': 'anderson'},{},,f4438592-b9a2-4dda-a847-11e519c9f6c7,add article with author=anderson,add,article,{'author': 'anderson'},{},1,ORIGINAL
delete,article,{'author': 'anderson'},{},,0aed1164-9a41-45e8-85bb-6e59fb7f2888,"delete article when author=""anderson""",delete,article,{},{'author': 'anderson'},1,ORIGINAL
read,the,{'articles': ''},{},,8827e8a4-6e79-4cd4-84a1-ad79ec2812e2,show me the articles,read,article,{},{},0,ORIGINAL
add,article,{},{},,51ae1a74-85cd-4bb1-9710-a062c49f2763,"add article with title=the title, author=the author, abstract=the abstract, keywords=the keywords",add,article,"{'title': 'the title', 'author': 'the author', 'abstract': 'the abstract', 'keywords': 'the keywords'}",{},4,ORIGINAL
update,,,,,88aeedf1-451b-40e7-86a7-0863cee780c5,"update article with title ""the title"", setting the co-author as ""anderson gomes""",update,article,{'co_author': 'anderson gomes'},{'title': 'the title'},2,ORIGINAL
update,article,{},,,503b2390-5e55-4e26-bd63-3a5b57bfc3a7,"update article with id=1, setting the first author as ""paulo maia""",update,article,{'first_author': 'paulo maia'},{'id': '1'},2,ORIGINAL
read,student,{},{},,7137b7f9-db06-472f-b3c7-2d1bc3fc0328,show all students,read,student,{},{},0,ORIGINAL
read,student,{},{},,2645eaa0-2bc3-40c6-8c03-0ace57f9b0ff,view students,read,student,{},{},0,ORIGINAL
read,the,{'students': ''},{},,f772eae1-aef8-4e4e-9467-c13d04b9ce11,fetch the students,read,student,{},{},0,ORIGINAL
read,the,{'students': ''},{},,130a75bf-cd3f-4897-85e9-d1058438ab0a,get the students,read,student,{},{},0,ORIGINAL
update,student,{},,,c38db66c-9b1d-4200-b488-c0fef0064274,"for the students with name='anderson', update the name to 'anderson martins'",update,student,{'name': 'anderson martins'},{'name': 'anderson'},2,ORIGINAL
update,student,{'student': 'paulo'},{},,4455a3d4-b527-4bbc-afa9-d37365f10772,please change student with name paulo update age to 30,update,student,{'age': '30'},{'name': 'paulo'},2,ORIGINAL
update,student,{'students': 'anderson'},{},,dbb078f9-0c66-4f7d-8a56-1200caed33ba,"for students with name anderson, update age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,27b313b0-707b-4919-8fc7-58c5ff8e0f07,"for students, update age to 30",update,student,{},{},0,ORIGINAL
update,student,{},,,b64dc597-5e6d-49f6-b5ba-0d6b53d74ab7,update students,update,student,{},{},0,ORIGINAL
,,,,,90bb9b18-b05d-40a8-abea-6ec025a5562d,"please, when students have the name equal to anderson, update the age to 30.",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,126d07b3-ff24-4442-969f-2851b018b449,update students setting the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,,,,,51675651-0c14-4eb6-9ffb-a94e3df93894,update students set the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,ac8edc13-c3fb-42d8-a7a4-0219da0eee2e,set students with age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
read,the,{'section': 'film'},{},,597507f3-b6df-4277-90c4-d5ff167d2a91,show me the section film,read,section_film,{},{},0,ORIGINAL
update,student,{'age': 'to 42'},{'name': 'anderson'},,28562ea7-fa61-4372-b684-9b88f78c31e6,"for students with name anderson, update the age to 42",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,the,{},,,cab9c4b7-d951-4045-9a6b-0e8300171dd1,"update the age to 42, for students with name='anderson'",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
add,article,{'article': 'dome'},{},,7652d298-27d3-4d34-81bd-d39b00566740,add article with title 'dome: a no-code tool',add,article,{'title': 'dome: a no-code tool'},{},1,ORIGINAL
add,article,{'author': 'rodrigo'},{},,5d92a04b-e352-4540-b3d1-395c7296edaf,"add article with title='title 2', author='rodrigo'",add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},2,ORIGINAL
add,student,{'age': '45'},{},,30247369-b206-4617-8c4d-822e49926f85,add a student with age=45,add,student,{'age': '45'},{},1,ORIGINAL
update,student,{'student': 'anderson'},{},,efc3e9bb-570c-4233-858a-f188edceb85a,please change student with name anderson update age to 30,update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
add,student,{'name': 'joseph'},{},,9a65352a-d4cd-4086-9972-dd6f55ab850a,add a student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
read,a,{'articles': ''},{},,65fd868d-5f44-4b0e-8b23-7af5b075ef52,get articles,read,article,{},{},0,ORIGINAL
update,article,{},,,f43f8c57-96bb-4d3a-bbc3-75a4e862f6e4,"update the articles with id=1, setting the co-author='layza'",update,article,{'co_author': 'layza'},{'id': '1'},2,ORIGINAL
read,student,{},{},,4b297a7a-4a50-454b-9f80-ba3cd4ad8323,show students,read,student,{},{},0,ORIGINAL
update,student,{},,,9c4bc0e1-b7a7-4099-ae43-e1bd8fbfade3,"please, change the student with name='anderson', updating the age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
read,student,{},{},,be1fee87-641d-47ae-9478-cf8eed052342,get students,read,student,{},{},0,ORIGINAL
update,article,{},,,60f719b2-f05e-454a-8bd9-021d87163aa7,"update the articles with id=1, setting the title='new title'",update,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
delete,the,{'id': '1'},{},,6fede480-76d6-478b-913c-ae3310fc436d,delete the article with id=1,delete,article,{},{'id': '1'},1,ORIGINAL
add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},,57607300-d6d1-4e51-9c45-0f13db59a8c1,"include company with name=acme, address=150 coconut street",add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},2,ORIGINAL
read,,,,,89e555f5-5054-4735-890d-134206f1aba7,list companies,read,company,{},{},0,ORIGINAL
add,company,{'company': 'enterprises'},{},,84eaf720-951e-4a73-ab0b-6f77a81972f4,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",add,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},3,ORIGINAL
update,company,{'company': 'caju'},{},,17b38a72-efb5-416c-8b41-81b453862fbf,which company has caju in its name?,read,company,{},{'name': 'caju'},1,ORIGINAL
update,company,{'company': 'caju'},{},,375df487-a08b-4a20-b4fb-208fed65785e,"is there a company with ""caju"" in its name?",read,company,{},{'name': 'caju'},1,ORIGINAL
delete,company,{'name': 'is'},{},,fa5f1f0a-5f39-490f-b4fd-8dbef6003cb1,delete the company whose name is acme,delete,company,{},{'name': 'acme'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,da2a2aec-3148-46e6-9803-652a81a1553f,add a new company with name=american beauty and owner=kevin spacey,add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},2,ORIGINAL
read,company,{'ascending_order': ''},{},,a38d0a83-c7bc-474d-b7d2-76c827d04702,list company names sorted in ascending order,read,company,{},{'names': 'sorted'},1,ORIGINAL
read,company,{'ascending_order': ''},{},,ea8337dd-d578-402e-98e8-16e99e429b2f,list companies sorted by name in ascending order,read,company,{},{'name': 'ascending'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,bf443116-5739-47e1-bfe9-df70e306504f,add a new company with name=american beauty and owner=janjo chiquim,add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,18de7317-f380-4575-aa28-4d33b3472a4b,add a new company with name=american beauty and owner=roger rommel,add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},2,ORIGINAL
read,company,{'sort': 'by name'},{},,e8c81025-6d8d-441d-81f8-6260f6c4c5ed,"list companies, sort by name",read,company,{},{'sort': 'by name'},1,ORIGINAL
read,company,{},{},,4cdefcee-e9ee-4193-af47-7540aef59ad2,list all companies,read,company,{},{},0,ORIGINAL
read,company,{},{},,90e4ce0f-184f-43ab-8f0a-1a56c6ecc9a2,show all companies,read,company,{},{},0,ORIGINAL
add,company,{'name': 'roger arrombado'},{},,c7fd7446-588f-4bd2-88aa-f354a10a37f1,add company with name=roger arrombado,add,company,{'name': 'roger arrombado'},{},1,ORIGINAL
read,company,{},{},,150b0ccf-29b6-4673-bfed-ee403c15a02c,get companies,read,company,{},{},0,ORIGINAL
add,a,{'name': 'mimoso construcoes'},{},,dd02be06-7e22-4964-857c-ce2ceadacd46,include a company with name=mimoso construcoes,add,company,{'name': 'mimoso construcoes'},{},1,ORIGINAL
add,article,"{'abstract': ""equal to 'this is a good article""}",{},,c95b74df-d35f-4e9e-b1b9-446507ea0ad4,add article with abstract equal to 'this is a good article',add,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
add,article,"{'human_narratives': 'are around the technology evolution', 'society': ''}",{},,1bf490ac-36a5-474f-929b-bfe4ce1bd191,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',add,article,"{'abstract': ""this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
add,student,{'name': 'mary'},{},,ed17e875-97c3-4072-a2a9-ce02ba2dbc16,add a student with name mary,add,student,{'name': 'mary'},{},1,ORIGINAL
,,,,,05039e95-b83e-4f5e-9bab-ec85c3af97a7,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",add,student,"{'name': 'rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
update,student,{},,,52c7006c-7cff-4514-89a0-70b82d4474a4,"now, i want to view all students",read,student,{},{},0,ORIGINAL
update,student,{},,,005b822c-6061-4e18-b9e3-80fb76d42259,i want to delete all students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,efdc500c-f682-4294-a0a4-c09533e37e98,delete students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,def4454a-31b2-46ca-b579-15815c529af8,delete students with id <= 4,delete,student,{},{'id': '4'},1,ORIGINAL
delete,student,{'idless': 'than or equal to 4'},{},,9428c8d9-db61-48de-a571-c84b9f6c1317,delete students with idless than or equal to 4,delete,student,{},{},0,ORIGINAL
delete,student,{'id': 'less than or equal to 4'},{},,0d723aab-3910-4994-ad1d-3f57f75aebfc,delete students with id less than or equal to 4,delete,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
delete,student,{},{},,8a12db9e-88fe-487a-8f73-57d8bac1c2f1,"delete students with id=1, id=2 and id=3",delete,student,{},{},0,ORIGINAL
read,student,{'id': '4'},{},,48be8ce3-78aa-4ec0-a65a-ff6035bda516,get students with id <4,read,student,{},{'id': '4'},1,ORIGINAL
read,student,{'name': 'rodrigo'},{},,8cdede81-b2fe-4f3f-b8fd-b62e970f603e,get all students with name 'rodrigo',read,student,{},{'name': 'rodrigo'},1,ORIGINAL
update,name,{'name': 'rodrigo'},{},,5ae4d51d-3f7d-4f90-b498-a5aad458920b,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",update,student,{'name': 'rodrigo freitas'},{'name': 'rodrigo'},2,ORIGINAL
delete,update,{'students': ''},{},,58a1599b-496d-4ee5-a3f6-e4d5064bad2c,delete 'update' from all students,delete,student,{},{},0,ORIGINAL
read,student,{},{},,9c728395-914e-4ce4-99ac-994712b5cbdb,get all students that starts with 'r',read,student,{},{},0,ORIGINAL
add,film,"{'love': 'rosie', 'genre': 'romance'}",{},,10d317df-8b6a-44bd-8f57-2e8c6f612cb6,"add film with name ""love, rosie"" and genre ""romance""",add,film,"{'name': 'love, rosie', 'genre': 'romance'}",{},2,ORIGINAL
read,film,{},{},,51dab7eb-6a4a-426f-a6b5-99084e0cb948,show me film,read,film,{},{},0,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action', 'film': 'with name ""avatar (2022)'}",{},,9d4b0e09-e9a5-46c5-845e-c6fc96d89679,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,72b0c7d5-7410-417c-9d3e-a7ec00c781b3,"add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b68e7cb1-cff8-4c5a-bbe9-e680bc3d1178,"add film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{'genre': ''},{},,d114e955-6377-4186-8c59-4042c363e3db,show me film where action is the genre,read,film,{},{'genre': 'action'},1,ORIGINAL
add,teacher,"{'name': ""equal to 'italo roger""}",{},,d8bba112-374c-43e8-8f71-0ccc1055af37,add a teacher with name equal to 'italo roger',add,teacher,{'name': 'italo roger'},{},1,ORIGINAL
read,student,{},{},,335d104e-de9f-45ed-896b-2b024ff57b54,give me all students,read,student,{},{},0,ORIGINAL
add,article,{'article': 'dome'},{},,8bb2961f-8710-47ec-b13d-b43b679e7191,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",add,article,"{'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
add,film,{'film': 'batman'},{},,23d51123-4554-4267-8bea-6b12181897fa,"add film ""batman (2022)"" with genre=action",add,film,{'genre': 'action'},{},1,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,d7b40b8f-c108-470c-8dfe-c7ff35d36a44,"add a film with name ""avatar (2022)"" and genre=action",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,a8478eac-1181-439b-84c4-958a4b683d3c,"add film with name='crepúsculo' and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,9b36d65e-8916-4e93-ba84-cf7731d50b71,"add film with name ""crepúsculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{'genre': 'action'},{},,21f687cf-10f8-4b62-87bc-28f2185a1fe7,show me film where genre = action,read,film,{},{'genre': 'action'},1,ORIGINAL
read,teacher,{},{},,e2ba8f5b-b97f-4674-9215-aea594bfdd1f,get all teachers,read,teacher,{},{},0,ORIGINAL
add,teacher,{'name': 'anderson'},{},,90d253ad-c9e7-4ef2-a16f-5df4f5ad2abe,add a former teacher with name = anderson,add,former_teacher,{'name': 'anderson'},{},1,ORIGINAL
add,film,{'name': 'final fantasy'},{},,736a39ae-d02e-44f3-9b6e-5bfc31891302,add a movie with name=final fantasy,add,film,{'name': 'final fantasy'},{},1,ORIGINAL
add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,788b6d51-a39f-495a-b8d4-dd7e311d8f90,"add film with name ""batman (2022)"" and genre=action",add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,bd038715-d41f-443c-a82f-eef4041f2707,"now add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,1fdd19fe-86e5-4e53-bbdd-9068ecb03331,"add film film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},,294559a5-f7f5-49ab-b895-0164d6b4e145,"add film with name ""crepusculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,student,{'name': 'anderson'},{},,8e4e9d11-606c-4740-939e-71f9791c8c19,add a student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
read,teacher,{},{},,abe7f45a-a801-470f-8d57-866e3f3a9242,get teachers,read,teacher,{},{},0,ORIGINAL
add,student,{'former_student': 'with name'},{},,9b28c2ca-6f64-4f13-ae94-d3acb5897b92,add a former student with name = roger,add,former_student,{'name': 'roger'},{},1,ORIGINAL
read,film,{},{},,b51af8e2-a184-47c4-b82c-dd02324567bf,get movies,read,film,{},{},0,ORIGINAL
read,film,{'id': '3'},{},,f6e700e6-b2eb-4568-acff-907004065fe1,get filmes where id=3,read,film,{},{'id': '3'},1,ORIGINAL
read,film,{},{},,b4d127fc-de5c-4e7e-9991-9642d4240a27,get films,read,film,{},{},0,ORIGINAL
update,film,{},,,a7efe580-8d8e-4d8e-b3a6-1536c3e9b253,"update film with id=6, setting year to 2023",update,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
add,film,{'title': 'et'},{},,84a69cb4-3f10-4a12-84b3-8b3f0c77d25f,add film with title=et,add,film,{'title': 'et'},{},1,ORIGINAL
add,student,{'name': 'anderson'},{},,6fa80e62-0856-4353-91a3-0ca1f9cec105,add student with name='anderson',add,student,{'name': 'anderson'},{},1,ORIGINAL
read,film,{},{},,ec56b204-2901-4906-9321-558cebea7c3c,get all films,read,film,{},{},0,ORIGINAL
add,student,{'age': '43'},{},,9c5c1b16-f775-40a3-b200-b7e47eb32f4c,add a student with age=43,add,student,{'age': '43'},{},1,ORIGINAL
read,student,{'name': 'julio'},{},,b66d9f88-ca60-4029-b3ab-7bd635e74613,get student with name=julio,read,student,{},{'name': 'julio'},1,ORIGINAL
read,student,{'name': 'anderson'},{},,5398769d-2dc8-4989-9b15-a3dba0d46081,get student with name=anderson,read,student,{},{'name': 'anderson'},1,ORIGINAL
add,student,{'name': 'julio'},{},,2aa3a4b3-8d43-48b3-93d1-736e00861a85,add student with name=julio,add,student,{'name': 'julio'},{},1,ORIGINAL
update,list,{},,,ace668bc-ebc0-4150-a855-ad5dd23951bd,list student,read,student,{},{},0,ORIGINAL
add,course,{'name': 'computer engineering'},{},,e176c4e3-1d47-4330-8c45-d6d4d4822e50,add course with name='computer engineering',add,course,{'name': 'computer engineering'},{},1,ORIGINAL
read,entities,{'entities': ''},{},,78ed0671-d991-4116-89d3-d23f08e74da7,list all entities,read,entities,{},{},0,ORIGINAL
read,course,{},{},,e458f59f-6ebd-42d9-9a85-abdeb9d24190,get courses,read,course,{},{},0,ORIGINAL
read,course,{},{},,3f01f205-d0ec-4469-b2bf-0b31b58bf914,show course,read,course,{},{},0,ORIGINAL
read,class,{'name': 'student'},{},,0d59cb09-13a1-49a8-a1cf-4cdcfde82712,get the class with name=student,read,student,{},{'class': 'student'},1,ORIGINAL
add,student,{'name': 'abcd'},{},,fa7a3629-a9da-4da9-b9a2-1a7fe9aff7d3,add student with name=abcd,add,student,{'name': 'abcd'},{},1,ORIGINAL
add,student,{'name': 'abcdef'},{},,88901709-be8d-4354-b70f-d019a81bfe74,add student with name=abcdef,add,student,{'name': 'abcdef'},{},1,ORIGINAL
add,student,"{'name': 'maria', 'phone': '123456'}",{},,fbb7cd12-2780-40ba-a1dc-98007f3f7534,"add student with name='maria', phone=123456",add,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
add,student,{'name': 'joseph'},{},,1b18892e-aeee-43ff-bdfb-6b360bae4df5,add student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
update,student,{},,,512f7a66-dc48-4bab-a325-d5047938a4c0,update student age=40 when id= 4,update,student,{'age': '40'},{'id': '4'},2,ORIGINAL
add,article,{'article': 'dome'},{},,41f0cf90-ad95-433c-8c12-016556baf236,"add an article with title='dome: a reference architecture, publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,c7296bb2-4248-46b1-a0ad-dc8e31b9f2c0,"add an article with title='dome: a reference architecture', and the publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,63f13760-b2f3-4352-af04-ecac4c3f7880,"add an article with title='dome: a reference architecture', and year = 2023",add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},2,ORIGINAL
read,article,{},{},,8e1eaa00-bc1e-436f-89ff-b1e1834e1891,get all articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,07b3ffc7-1a83-4baa-9009-cc70a6027c9b,"add article with title='another article', and author='charles bronson'",add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},2,ORIGINAL
read,article,{},{},,2cd773b5-6fe8-4901-9001-0aa0f08eb1c7,show me all articles,read,article,{},{},0,ORIGINAL
update,article,{},,,cdce538b-bb33-420d-9365-b86580e7bce0,"update the article with id=1, setting the author='madona'",update,article,{'author': 'madona'},{'id': '1'},2,ORIGINAL
,,,,,1e507786-c0b3-486d-b6f2-1a68d66e7bfd,i want you to show me all articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},,8c703b1f-bd93-4fc6-ae6b-d07f26c1731b,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
read,article,{},{},,97cdd94e-04cc-408d-acce-632ba9284953,show all articles,read,article,{},{},0,ORIGINAL
update,article,{},,,033ace55-17f9-4049-9415-2503ea330cd1,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",update,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{'id': '2'},2,ORIGINAL
add,article,{'title': 'quantum machine learning'},{},,6fbd5ced-2013-4175-8f6b-61bc5717cfc0,add a new article with title 'quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
read,article,{},{},,d6af7edc-044d-4d4c-9fd0-ee7eb0652e21,show articles,read,article,{},{},0,ORIGINAL
read,block,{'blockages': ''},{},,d852c207-53d5-403b-8133-b5666d51d880,get blockages,read,blockages,{},{},0,ORIGINAL
read,blockade,{},{},,45ec140f-6964-4ed1-9479-89ff4187a154,show me all blockades,read,blockade,{},{},0,ORIGINAL
add,blockade,"{'road': 'km 105’', 'type': 'partial blockade'}",{},,d4ae296c-0419-4121-9cc0-0fdefd7642bf,"add a blockade with the localization ’116 road, km 105’, and type='partial blockade'",add,blockade,"{'localization': '116 road, km 105', 'type': 'partial blockade'}",{},2,ORIGINAL
read,student,{},{},,668ae910-4760-4cc6-ab7b-9926e09e873a,show me all students,read,student,{},{},0,ORIGINAL
add,article,{'cautious_adaptation': 'of defiant components'},{},,f0fcb8be-5f99-440e-9b88-1856f6da86c7,add an article with title='cautious adaptation of defiant components',add,article,{'title': 'cautious adaptation of defiant components'},{},1,ORIGINAL
update,view,{},,,bd198d43-89b5-4cee-b2dd-554760222bb1,view articles,read,article,{},{},0,ORIGINAL
add,a,"{'pokemon': 'with', 'name': 'pikachu'}",{},,bc9b675b-9b2a-4314-b728-9ab4a062bca3,"please, add a pokemon with name=""pikachu""",add,pokemon,{'name': 'pikachu'},{},1,ORIGINAL
update,a,{'a': 'pikachu'},{},,13828060-9657-427f-b6d9-caffd5876ca5,"update a pokemon with name=""pikachu"" by adding ""evolve_to""=""raichu""",update,pokemon,{'evolve_to': 'raichu'},{'name': 'pikachu'},2,ORIGINAL
