processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,_person__or__student___either_could_be_appropriate_depending_on_the_specific_context_,{'30': 'anderson'},{},,ed667f00-76db-46d1-8d70-430192b1db6e,"for students with name anderson, update age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,_student_,{},,,a2c229c3-08a2-4400-91f7-85386066c492,"for students, update age to 30",update,student,{},{},0,ORIGINAL
update,student__or_users__if_the_system_is_designed_to_handle_multiple_types_of_users_,{},,,8ee04f82-82f8-4e4d-a0df-e6efefe460f4,update students,update,student,{},{},0,ORIGINAL
,,,,,5853ced4-4369-4b39-87c9-f96beff44ef4,"please, when students have the name equal to anderson, update the age to 30.",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,a575c472-f8ec-49c2-8797-8f2e74d7ecf9,update students setting the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
add,student,{},{},,a274c082-296c-4e17-9311-8ec321355fd8,add a student with name mary,add,student,{'name': 'mary'},{},1,ORIGINAL
update,students__noun__referring_to_the_subject_of_the_action__update__,{},,,c4dc05a9-fdcc-44cd-befc-26b3c906ad54,update students set the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,person__or_individual_,{},,,05ff5eb5-5926-4db5-8bbb-040959fcd637,set students with age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,person,{'42': 'anderson'},{},,804bdce9-46d0-4cd7-8474-fd44dca007d3,"for students with name anderson, update the age to 42",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,person,{'30': 'anderson'},{},,e1c98042-18b8-4e13-88da-d579701948d2,please change student with name anderson update age to 30,update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,person__or_student_if_the_context_is_a_specific_student_oriented_system_,{'30': 'anderson'},{},,9ed2826f-8a3c-49e3-b286-529faa98b5da,"please, change the student with name='anderson', updating the age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,e538f068-734f-4ba1-8e7a-cb55b72f0b5c,"update the age to 42, for students with name='anderson'",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
add,student,{},{},,41161216-5786-4b2b-9f60-4760713f0ee7,add a student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
read,student,{},{},,33201afd-cd77-4175-89c7-8b2c26522b3e,get students,read,student,{},{},0,ORIGINAL
add,artifact__assuming__article__is_considered_an_artifact_in_this_context_,"{'title': ""'dome: a no-code tool""}",{},,3f382eb1-092d-428d-9e98-eeaa2cd6dccc,add article with title 'dome: a no-code tool',add,article,{'title': 'dome: a no-code tool'},{},1,ORIGINAL
read,articles,{},{},,cc249c02-023c-4708-8908-05842ae71d86,get articles,read,article,{},{},0,ORIGINAL
update,article,{},,,da27dbe9-715b-46d8-9a9f-b53d2f4c41d2,"update the articles with id=1, setting the title='new title'",update,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
add,article,{},{},,3b323ac3-1fc8-47e6-97dd-0b473ba5e179,"add article with title='title 2', author='rodrigo'",add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},2,ORIGINAL
update,article,{},,,0c3cc7ac-ce8e-4b50-9c4d-5730b98aac2c,"update the articles with id=1, setting the co-author='layza'",update,article,{'co_author': 'layza'},{'id': '1'},2,ORIGINAL
delete,article,{},{},,16fca4e2-2efb-4e11-bfbe-966e9e0add69,delete the article with id=1,delete,article,{},{'id': '1'},1,ORIGINAL
add,person__or__student__assuming__student__is_the_intended_specific_subclass_of_the_person_entity__but_without_explicit_context__it_can_also_be_considered_as_a_generic_person_since_age_is_a_common_attribute_for_both_humans_and_students_,{},{},,612a367c-f963-4286-9c60-fc9c7a1bf93b,add a student with age=45,add,student,{'age': '45'},{},1,ORIGINAL
read,students__noun_,{},{},,8546ca61-a14f-4330-a661-308e0af35fe5,show students,read,student,{},{},0,ORIGINAL
add,organization__since_acme_is_a_company_,{'street': 'acme'},{},,c6cbfeff-bf6b-4596-8b39-ebea3aecb242,"include company with name=acme, address=150 coconut street",add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},2,ORIGINAL
read,organizations_or_companies__depending_on_context_,{},{},,d43d8652-4c89-4c1e-b313-382e8a46d46c,list companies,read,company,{},{},0,ORIGINAL
add,company,{'company': 'enterprises'},{},,af7478f3-9fa9-401d-a773-2d23dfb041c1,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",add,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},3,ORIGINAL
,,,,,2f87817b-8116-411e-b5d7-a12f6527c6a5,which company has caju in its name?,read,company,{},{'name': 'caju'},1,ORIGINAL
,,,,,0b8852bb-02f2-4dc1-b85f-3a493d6b572d,"is there a company with ""caju"" in its name?",read,company,{},{'name': 'caju'},1,ORIGINAL
delete,organization,{},{},,23375d2c-7bd2-4aaa-a00a-5eb96f79ec7f,delete the company whose name is acme,delete,company,{},{'name': 'acme'},1,ORIGINAL
add,organization__for__company__,{None: 'beauty'},{},,3d9565a2-a1b1-4a1a-944d-1ae49299d7a8,add a new company with name=american beauty and owner=kevin spacey,add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},2,ORIGINAL
read,organization__or_company_,{},{},,c2d29400-e9bd-445a-9db3-0434245f3a9a,list company names sorted in ascending order,read,company,{},{'names': 'sorted'},1,ORIGINAL
read,organizations__or_companies_,{},{},,34d098c8-d48f-44cc-8282-3cc8a21a32bd,list companies sorted by name in ascending order,read,company,{},{'name': 'ascending'},1,ORIGINAL
add,organization__for_the_company__and_person__for_janjo_chiquim_,{},{},,f438239b-3e5b-452b-ad22-1f581b0b2cd1,add a new company with name=american beauty and owner=janjo chiquim,add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
add,company,{},{},,cd058ac1-4cca-43d9-b60d-1b7ba91eed1a,add a new company with name=american beauty and owner=roger rommel,add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},2,ORIGINAL
read,companies__or_organization_if_using_a_more_generic_classification_,{},{},,77dbf8c9-7b5b-435f-990e-4cd3402be836,"list companies, sort by name",read,company,{},{'sort': 'by name'},1,ORIGINAL
read,organizations,{},{},,73dd910c-19ed-4f8a-bf2f-1a0ca4f1fdbc,list all companies,read,company,{},{},0,ORIGINAL
read,organization__or_companies__depending_on_specific_context_,{},{},,16dbb224-1e66-4ccc-8c0a-a6df8ebbb9f2,show all companies,read,company,{},{},0,ORIGINAL
add,organization__assuming__company__refers_to_an_organization_,{},{},,a6d0cd94-32b2-455a-832a-5d13e6986a3d,add company with name=roger arrombado,add,company,{'name': 'roger arrombado'},{},1,ORIGINAL
read,organizations__or_companies_,{},{},,85a31081-513d-4b9a-a859-c36edcf4494f,get companies,read,company,{},{},0,ORIGINAL
add,organization__or_more_specifically__construction_company_,{},{},,a5213622-a33a-4f57-8ea2-f23b682679e7,include a company with name=mimoso construcoes,add,company,{'name': 'mimoso construcoes'},{},1,ORIGINAL
add,article__based_on_the_context_of_adding_an_article_,{},{},,23c1636b-8aab-4280-bbb1-3c6f1cf5e0a6,add article with abstract equal to 'this is a good article',add,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
add,article__abstract__implied___human_history__technology_evolution__society,{},{},,4cdc1358-9209-41ca-b81f-36db6b00e4f6,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',add,article,"{'abstract': ""this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
,,,,,4c12eb88-b3db-41cf-8a0c-ca734daf3503,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",add,student,"{'name': 'rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,,,,346f62eb-e3d5-4b8a-84ed-056d32edd251,"now, i want to view all students",read,student,{},{},0,ORIGINAL
,,,,,367be8df-cced-40fb-8d1d-5bae237114b6,i want to delete all students,delete,student,{},{},0,ORIGINAL
delete,entity_class__student,{},{},,fc7f7043-3993-42dd-a584-9a3c3d1b35d1,delete students,delete,student,{},{},0,ORIGINAL
delete,student__assuming__students__refer_to_instances_of_the__student__class_,{},{},,dde16a9e-eade-4d08-949c-f620758be913,delete students with id <= 4,delete,student,{},{'id': '4'},1,ORIGINAL
delete,student,{},{},,184ca94e-8000-4c22-8e4c-2afc4481d6c1,delete students with idless than or equal to 4,delete,student,{},{},0,ORIGINAL
delete,student__assuming_the_context_is_an_educational_system_where__students__are_the_primary_entities_,{},{},,be041706-59c8-4b93-b857-d3f7b28fdda5,delete students with id less than or equal to 4,delete,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
delete,students__since_we_re_deleting_entities_that_belong_to_the__students__class_,{},{},,6b8d53ba-9dbc-408f-8ea5-882bc8baf78f,"delete students with id=1, id=2 and id=3",delete,student,{},{},0,ORIGINAL
read,student__assuming_the_user_is_referring_to_a_database_table_or_similar_structure_where__id__likely_identifies_each_student_record_,{},{},,0d1382af-8609-4a53-b473-44309dc2e3e3,get students with id <4,read,student,{},{'id': '4'},1,ORIGINAL
read,student__or_person__depending_on_the_context_,{},{},,92a56a23-389e-4da4-9940-73efdbccfaa4,get all students with name 'rodrigo',read,student,{},{'name': 'rodrigo'},1,ORIGINAL
,,,,,0ff97570-b4d0-4997-b17a-9183fbdbd31b,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",update,student,{'name': 'rodrigo freitas'},{'name': 'rodrigo'},2,ORIGINAL
delete,action,{},{},,a2996355-8399-402f-bd47-ac8d11dd4488,delete 'update' from all students,delete,student,{},{},0,ORIGINAL
read,_student_,{},{},,38985612-d470-493c-800a-848e930c3496,get all students that starts with 'r',read,student,{},{},0,ORIGINAL
add,entityclass__film,"{'name': '""love, rosie'}",{},,e0068167-38b4-4d5f-8f6a-175216da8c96,"add film with name ""love, rosie"" and genre ""romance""",add,film,"{'name': 'love, rosie', 'genre': 'romance'}",{},2,ORIGINAL
read,category__assuming_a_website_structure_where__section__refers_to_a_category_,{},{},,cead4122-27b6-44ea-940b-c0b8e71a60ec,show me the section film,read,section_film,{},{},0,ORIGINAL
read,movie__or_film_,{},{},,25867349-3d9c-4c42-ade7-0edf8ab9a274,show me film,read,film,{},{},0,ORIGINAL
add,movie__or_film_,{'action': 'batman'},{},,98473f73-c2aa-4027-a3a8-17f5e7bf79b5,"add film ""batman (2022)"" with genre=action",add,film,{'genre': 'action'},{},1,ORIGINAL
add,movie__or_film_,{'action': 'batman'},{},,528d4b39-359c-4311-accd-87703cb8946b,"add film with name ""batman (2022)"" and genre=action",add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,movie__or_film_,"{'""': 'avatar'}",{},,2d65beb6-8ac4-4717-a968-152a0a93e57c,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,movie,{'action': 'avatar'},{},,45a1547e-f108-45b4-8aab-0e82a8983374,"add a film with name ""avatar (2022)"" and genre=action",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,movie__or_film_,"{'genre': '""drama'}",{},,aedf8de8-26a1-449f-85e2-9a694c11474f,"now add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,fd3f2be9-722a-4526-9187-b9aeb3bd0c71,"add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'genre': '""drama'}",{},,34f0b1ca-8e06-410d-bc65-31abca9e00bf,"add film with name='crepúsculo' and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,2fd4cbe1-3828-4e78-b0b8-d922c4671c84,"add film film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,28e40c9f-2e6e-46db-b044-825fba0ebbeb,"add film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{'film': 'crepusculo'},{},,252fe8aa-d2cb-46cc-bcab-406db56bb3fe,"add film with name ""crepúsculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{'film': 'crepusculo'},{},,44bd712c-a39b-42df-8c70-1b37b18c3272,"add film with name ""crepusculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,movie__or_film_,{},{},,392c31de-2668-4d62-bf64-9acb7a41494c,show me film where action is the genre,read,film,{},{'genre': 'action'},1,ORIGINAL
read,movie__or_film_,{},{},,b26fbf68-68a4-46c5-bb43-656d362899df,show me film where genre = action,read,film,{},{'genre': 'action'},1,ORIGINAL
add,student,{},{},,c539517b-6da2-451e-b79c-61d23909a4c3,add a student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,person__or_more_specifically__teacher_,{},{},,8fd3baa5-fc22-40f2-8c15-491f3d5bfba9,add a teacher with name equal to 'italo roger',add,teacher,{'name': 'italo roger'},{},1,ORIGINAL
read,teacher,{},{},,35a7bffb-d462-44ae-8a5a-be832a4bf193,get all teachers,read,teacher,{},{},0,ORIGINAL
read,person__assuming__teachers__refer_to_individuals_who_are_teachers_,{},{},,1b9bc284-c6a8-45a3-8a6d-c568cd989be4,get teachers,read,teacher,{},{},0,ORIGINAL
read,students,{},{},,f89a0cf4-545f-4a47-8fe8-5be92f8ea701,give me all students,read,student,{},{},0,ORIGINAL
add,person,{},{},,7e4e2a1e-5348-48d6-a17d-3aaa4038f92c,add a former teacher with name = anderson,add,former_teacher,{'name': 'anderson'},{},1,ORIGINAL
add,person,{},{},,12a37546-faf7-4cda-9b63-a6263d119695,add a former student with name = roger,add,former_student,{'name': 'roger'},{},1,ORIGINAL
add,author,{'’': 'dome'},{},,b8f305b1-3f00-418d-aa29-a934ea9f381f,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",add,article,"{'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
add,movie__or_media_if_considering_broader_categories_,{},{},,ab3be016-3be9-42c9-9d6f-3e9e93a0f871,add a movie with name=final fantasy,add,film,{'name': 'final fantasy'},{},1,ORIGINAL
read,movies,{},{},,8b273d1e-d1a0-46e3-bba5-85cb5951e5bb,get movies,read,film,{},{},0,ORIGINAL
read,film__based_on_the_context_of__get_films_where_id_3__,{},{},,ff61c7c8-1e70-40fa-988d-b685d6c78bf4,get filmes where id=3,read,film,{},{'id': '3'},1,ORIGINAL
read,film__or_movie_,{},{},,82a8923f-68f3-4854-a65a-4d466d5a9e99,get films,read,film,{},{},0,ORIGINAL
update,film,{},,,3bd66245-0922-4cef-80a7-7c8bd149f0f6,"update film with id=6, setting year to 2023",update,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
add,movie__or_film_,{},{},,efae51fc-14f2-4a2d-b586-a0d3991f9ccb,add film with title=et,add,film,{'title': 'et'},{},1,ORIGINAL
add,student,{},{},,0e8f6372-5b62-41cd-a6ca-e2b473d25805,add student with name='anderson',add,student,{'name': 'anderson'},{},1,ORIGINAL
read,films,{},{},,d3f51353-e47d-452c-a0b6-6574bedcbe39,get all films,read,film,{},{},0,ORIGINAL
add,student,{},{},,4097292c-ee08-4fbe-a962-3796972bf047,add a student with age=43,add,student,{'age': '43'},{},1,ORIGINAL
read,student,{},{},,4f340503-875d-4bc5-838e-dc430cbbe4aa,get student with name=julio,read,student,{},{'name': 'julio'},1,ORIGINAL
read,student__assuming_a_database_schema_where__student__is_a_class_that_contains_attributes_like__name__,{},{},,7b09ea4d-f65d-4f59-9263-2dbec460c017,get student with name=anderson,read,student,{},{'name': 'anderson'},1,ORIGINAL
add,student,{},{},,eb6306ba-eb04-4840-ad08-2e4111ee19be,add student with name=julio,add,student,{'name': 'julio'},{},1,ORIGINAL
,,,,,0418b6e8-80ae-46f6-a479-fba5199b373e,list student,read,student,{},{},0,ORIGINAL
add,course__assuming_the__course__is_the_primary_entity_being_manipulated_in_this_context_,{},{},,bd042256-fed7-4aa7-865e-527d0352f253,add course with name='computer engineering',add,course,{'name': 'computer engineering'},{},1,ORIGINAL
read,entities__plural__is_a_non_specific_term__but_in_the_context_of_information_extraction_and_knowledge_representation__it_could_refer_to_several_types_of_classes_such_as_person__organization__location__event__or_concept__without_more_context_from_the_user_s_request__it_s_impossible_to_determine_the_exact_entity_class_they_are_referring_to_,{},{},,9d86e4f2-67ac-4340-b711-7e111117188c,list all entities,read,entities,{},{},0,ORIGINAL
read,course,{},{},,567f0f6d-d535-4834-afc1-fa01ff4513a1,get courses,read,course,{},{},0,ORIGINAL
read,course,{},{},,01448e54-cf6e-46d2-90f3-2e8e6c854844,show course,read,course,{},{},0,ORIGINAL
read,entityclass__person_or_student__depending_on_context_and_system_s_data_model_,{},{},,319730c0-304c-4ac1-a821-0a071eab6961,get the class with name=student,read,student,{},{'class': 'student'},1,ORIGINAL
add,student__assuming_a_database_schema_where__student__is_a_class_that_has__name__as_one_of_its_attributes_,{},{},,f07e3418-6a0b-4561-b4e3-489d72ef1e3e,add student with name=abcd,add,student,{'name': 'abcd'},{},1,ORIGINAL
add,student__assuming_a_hypothetical_database_system_where__student__is_a_defined_entity_class_,{},{},,d3b41eef-c467-4499-bdf2-a3d9b5bc55f3,add student with name=abcdef,add,student,{'name': 'abcdef'},{},1,ORIGINAL
add,person__or_student__depending_on_context_,{None: 'maria'},{},,e3a9dbde-fb39-492c-a0a9-0d41eb817ca3,"add student with name='maria', phone=123456",add,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
add,student,{},{},,1528308b-39a7-42cb-8b8e-29645251c830,add student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
update,student__based_on_the_context_of_the_user_request_,{},,,1d229ab9-6915-4cee-9a0a-c1670364ea9f,update student age=40 when id= 4,update,student,{'age': '40'},{'id': '4'},2,ORIGINAL
add,article__based_on_the_context_of_adding_a_new_one_,{None: 'dome'},{},,7319fc76-a791-445c-8df7-8ac697f7396f,"add an article with title='dome: a reference architecture, publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,document__artifact,{None: 'dome'},{},,88dd58b0-1a12-466e-80d4-9132a30867af,"add an article with title='dome: a reference architecture', and the publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article__or_publication_,{None: 'dome'},{},,d3800bc1-f434-48ea-8a10-9299007dc52a,"add an article with title='dome: a reference architecture', and year = 2023",add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},2,ORIGINAL
read,articles,{},{},,4eb9e78b-8e3f-4893-896f-27e041ac2d27,get all articles,read,article,{},{},0,ORIGINAL
add,author__article,{},{},,fe54075a-dd1a-442d-a201-59c52ccea12e,"add article with title='another article', and author='charles bronson'",add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},2,ORIGINAL
read,articles,{},{},,2019286c-0970-44d2-b99c-bf864f7c7824,show me all articles,read,article,{},{},0,ORIGINAL
update,article__author,{},,,7c164ddd-3f7b-4555-8158-526ce2c1141c,"update the article with id=1, setting the author='madona'",update,article,{'author': 'madona'},{'id': '1'},2,ORIGINAL
,,,,,568b9f7b-97c5-473f-b027-f14b8311f411,i want you to show me all articles,read,article,{},{},0,ORIGINAL
add,article__title_refers_to_the_subject_or_topic_,"{'""': 'shor'}",{},,e71d4d90-5f8e-42ec-bb7b-c8ef9592eb38,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
read,article__singular__or_articles__plural___depending_on_how_you_interpret_the_user_s_intent_in_this_context__however__it_is_more_common_to_refer_to_a_list_of_multiple_articles_as__articles___plural__,{},{},,455eb52a-fe63-484e-ab0c-edbaa2a84362,show all articles,read,article,{},{},0,ORIGINAL
update,article__based_on_the_context_of_updating_an_article_with_a_specific_id_,"{""'"": 'shor'}",{},,9a407640-5aab-4f1a-ae7a-925f2dc9dd1a,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",update,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{'id': '2'},2,ORIGINAL
add,topic__or_content_,"{""'"": 'quantum'}",{},,42267d79-2f39-4611-841c-ef6efd36dffc,add a new article with title 'quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
read,articles__assuming_the_context_is_a_media_platform_or_database_,{},{},,8ffd6a8b-fd59-4b15-a3e3-9a81ff8401e6,show me articles,read,article,{},{},0,ORIGINAL
update,article__in_this_context__as_it_refers_to_an_object_that_has_an_id_and_can_be_updated_,{},,,4a3072b6-1b4b-4c85-ba96-d7e311b6fda9,"update the article with id 3, but now i want to set its year=2022",update,article,{'year': '2022'},{'id': '3'},2,ORIGINAL
read,article,{},{},,898346c9-6ef9-4e84-8131-d07abaa28a05,show articles,read,article,{},{},0,ORIGINAL
